symbol,trade_count,win_rate,net_pnl
1,71,49.29577464788733,-0.8603095642472169
10,59,54.23728813559322,21.420667888568556
2,76,57.89473684210527,69.77905542334014
3,86,46.51162790697674,-24.599829562536016
4,99,47.474747474747474,-3.684622657677168
5,70,55.714285714285715,60.63891859067759
6,76,63.1578947368421,136.1585769531138
7,69,59.42028985507246,71.30383951881667
8,91,48.35164835164835,0.09571337967061488
9,79,37.9746835443038,-76.38936280878163
