split,win_rate,mdd_pct,total_return_pct,num_rules,num_conditions,sortino_ratio,profit_factor,sharpe_ratio
train,45.08094645080946,12.344098919318263,65.09312355733725,3,9,0.22648977840559217,1.3610581937702577,0.1220518388667939
validation,44.6927374301676,7.97125174153498,22.80152903110686,3,9,0.20895355632197313,1.3090123484719756,0.11381287818597423
test,33.97683397683397,23.808042153668968,-21.831401373684766,3,9,-0.1397538534415994,0.8010248110968526,-0.0897614748165516
