split,win_rate,mdd_pct,total_return_pct,num_rules,num_conditions,sortino_ratio,profit_factor,sharpe_ratio
train,44.25925925925926,16.20533601390134,1.4740989622044731,3,9,0.009027869994948458,1.0083684921684322,0.006029373706588371
validation,43.94366197183099,9.474207882389075,12.799226475485392,3,9,0.11611066466683531,1.2116753127089999,0.07083085253873463
test,38.61635220125786,14.1841173926826,-10.811350675149868,3,9,-0.0456910807382233,0.9085162508171083,-0.030249036532653276
