split,Rule_Index,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl,profit_factor,tp_exits,sl_exits,time_exits
train,101,5,5,0,100.0,43.46943986495025,8.693887972990051,inf,4,0,1
train,102,7,1,6,14.285714285714285,-20.32525379727099,-2.903607685324427,0.15342545393141374,0,6,1
train,103,14,9,5,64.28571428571429,61.16633504553805,4.369023931824146,2.926334404308713,8,5,1
train,104,8,6,2,75.0,16.267446587011005,2.0334308233763756,2.4902350237834714,5,2,1
train,105,6,3,3,50.0,-7.365124717185393,-1.2275207861975654,0.5694687816601682,3,3,0
train,106,10,5,5,50.0,6.809359696675855,0.6809359696675855,1.2991914907429745,5,5,0
train,107,6,6,0,100.0,22.819986013728887,3.803331002288148,inf,6,0,0
train,108,3,2,1,66.66666666666666,13.963966176372285,4.654655392124095,43.28556812368807,2,0,1
train,109,5,4,1,80.0,30.34298178324528,6.0685963566490555,43.2783465245461,3,0,2
train,110,3,2,1,66.66666666666666,7.327206017132215,2.4424020057107385,2.7581184925783653,1,1,1
train,111,41,20,21,48.78048780487805,100.94208440247924,2.462002058597055,1.776119194484721,14,19,8
train,112,4,0,4,0.0,-12.156974585430117,-3.039243646357529,0.0,0,4,0
train,113,7,5,2,71.42857142857143,-8.14322798880677,-1.1633182841152527,0.7396195937657732,5,2,0
train,114,21,18,3,85.71428571428571,110.29655085072974,5.252216707177607,3.698385474627157,14,3,4
train,115,8,3,5,37.5,-0.5617951967273491,-0.07022439959091864,0.9783131997988124,3,5,0
train,116,1,1,0,100.0,3.369490793465268,3.369490793465268,inf,1,0,0
train,117,0,0,0,0.0,0.0,0.0,0.0,0,0,0
train,118,3,3,0,100.0,30.705103795086522,10.235034598362175,inf,3,0,0
train,119,0,0,0,0.0,0.0,0.0,0.0,0,0,0
train,120,3,3,0,100.0,8.466621584141585,2.8222071947138616,inf,3,0,0
train,121,1,1,0,100.0,13.91424654372828,13.91424654372828,inf,1,0,0
train,122,1,1,0,100.0,4.007241935196687,4.007241935196687,inf,1,0,0
train,123,3,3,0,100.0,22.320526319996667,7.440175439998889,inf,3,0,0
train,124,2,2,0,100.0,13.952548799058672,6.976274399529336,inf,2,0,0
train,125,0,0,0,0.0,0.0,0.0,0.0,0,0,0
train,126,0,0,0,0.0,0.0,0.0,0.0,0,0,0
