Trade_Number,Direction,Rule_Index,Rule_TP,Rule_SL,Symbol,Entry_Time,Entry_Index,Symbol_Bar_Index,Entry_Price,Release_Index,Close_Time,Exit_Reason,Price_Return_Pct,Equity_Before_Entry,Capital_Pct,Round_Trip_Fee_Rate,Target_Position_Notional,Position_Notional,Margin_Used,Open_Total_Exposure_Before,Open_Symbol_Exposure_Before,Remaining_Total_Capacity,Gross_PnL,Fee,Net_PnL,Equity_Before_Close,Equity_After,Account_Return_Pct,High_Water_Mark,Drawdown_Pct,Account_Status,Realized
11,short,8,2.5,1.25,5,2024-01-02 22:40:00,5604,560,0.09108,8484,2024-01-03 22:40:00,TP,2.5,988.0,12.5,0.002,123.5,123.5,123.5,247.0,123.5,741.0,3.0875000000000004,0.247,2.8405000000000005,989.3585,992.1990000000001,-0.7800999999999947,1000.0,0.7800999999999931,ACTIVE,True
12,short,19,3.5,1.25,7,2024-01-03 13:00:00,7326,732,2227.51,10206,2024-01-04 13:00:00,Time_288,-0.2953971025943734,988.0,12.5,0.002,123.5,123.5,123.5,370.5,0.0,617.5,-0.3648154217040512,0.247,-0.6118154217040512,992.1990000000001,991.587184578296,-0.8412815421703912,1000.0,0.8412815421703954,ACTIVE,True
13,short,45,3.0,1.0,1,2024-01-03 13:30:00,7380,738,0.5556,10260,2024-01-04 13:30:00,TP,3.0,988.0,12.5,0.002,123.5,123.5,123.5,494.0,0.0,494.0,3.705,0.247,3.458,991.587184578296,995.045184578296,-0.4954815421703951,1000.0,0.49548154217039836,ACTIVE,True
14,short,9,2.5,1.5,2,2024-01-03 13:35:00,7391,739,37.23,10271,2024-01-04 13:35:00,TP,2.5,988.0,12.5,0.002,123.5,123.5,123.5,617.5,0.0,370.5,3.0875000000000004,0.247,2.8405000000000005,995.045184578296,997.885684578296,-0.21143154217039273,1000.0,0.21143154217039636,ACTIVE,True
15,short,9,2.5,1.5,6,2024-01-03 13:35:00,7395,739,7.62,10275,2024-01-04 13:35:00,TP,2.5,988.0,12.5,0.002,123.5,123.5,123.5,741.0,0.0,247.0,3.0875000000000004,0.247,2.8405000000000005,997.885684578296,1000.726184578296,0.07261845782959853,1000.726184578296,0.0,ACTIVE,True
16,short,33,2.0,1.0,8,2024-01-03 13:35:00,7397,739,99.29,10277,2024-01-04 13:35:00,TP,2.0,988.0,12.5,0.002,123.5,123.5,123.5,864.5,0.0,123.5,2.47,0.247,2.2230000000000003,1000.726184578296,1002.949184578296,0.29491845782960713,1002.949184578296,0.0,ACTIVE,True
17,short,21,3.5,1.0,2,2024-01-03 19:35:00,8111,811,36.46,10991,2024-01-04 19:35:00,SL,-1.0,986.518,12.5,0.002,123.31475,122.01800000000003,122.01800000000003,864.5,123.5,122.01800000000003,-1.2201800000000003,0.24403600000000006,-1.4642160000000004,1002.949184578296,1001.484968578296,0.1484968578296053,1002.949184578296,0.1459910454601561,ACTIVE,True
18,short,66,3.5,1.0,2,2024-01-03 23:05:00,8531,853,36.46,11411,2024-01-04 23:05:00,SL,-1.0,992.1990000000001,12.5,0.002,124.02487500000001,124.02487500000001,124.02487500000001,739.518,245.51800000000003,252.68100000000004,-1.2402487500000001,0.24804975,-1.4882985000000002,1001.484968578296,999.996670078296,-0.0003329921704042782,1002.949184578296,0.2943832594311777,ACTIVE,True
19,short,66,3.5,1.0,2,2024-01-03 23:15:00,8551,855,36.59,11431,2024-01-04 23:15:00,SL,-1.0,992.1990000000001,12.5,0.002,124.02487500000001,124.02487500000001,124.02487500000001,863.5428750000001,369.54287500000004,128.65612499999997,-1.2402487500000001,0.24804975,-1.4882985000000002,999.996670078296,998.508371578296,-0.14916284217040277,1002.949184578296,0.4427754734021993,ACTIVE,True
20,short,5,2.5,1.0,1,2024-01-04 15:45:00,10530,1053,0.5752,13410,2024-01-05 15:45:00,TP,2.5,1002.949184578296,12.5,0.002,125.368648072287,125.368648072287,125.368648072287,370.06775000000016,0.0,632.8814345782959,3.1342162018071753,0.250737296144574,2.883478905662601,998.508371578296,1001.3918504839586,0.13918504839585122,1002.949184578296,0.1552754734021967,ACTIVE,True
21,short,66,3.5,1.0,8,2024-01-05 00:30:00,11587,1158,103.99,14467,2024-01-06 00:30:00,TP,3.5,998.508371578296,12.5,0.002,124.813546447287,124.813546447287,124.813546447287,125.3686480722871,0.0,873.1397235060089,4.3684741256550454,0.249627092894574,4.118847032760471,1001.3918504839586,1005.5106975167191,0.5510697516719176,1005.5106975167191,0.0,ACTIVE,True
22,short,5,2.5,1.0,8,2024-01-05 00:35:00,11597,1159,103.4,14477,2024-01-06 00:35:00,SL,-1.0,998.508371578296,12.5,0.002,124.813546447287,124.813546447287,124.813546447287,250.1821945195741,124.813546447287,748.3261770587219,-1.24813546447287,0.249627092894574,-1.497762557367444,1005.5106975167191,1004.0129349593517,0.40129349593516217,1005.5106975167191,0.1489554075422971,ACTIVE,True
23,short,5,2.5,1.0,1,2024-01-05 01:10:00,11660,1166,0.5662,14540,2024-01-06 01:10:00,TP,2.5,998.508371578296,12.5,0.002,124.813546447287,124.813546447287,124.813546447287,374.9957409668611,125.368648072287,623.5126306114348,3.120338661182175,0.249627092894574,2.870711568287601,1004.0129349593517,1006.8836465276393,0.6883646527639176,1006.8836465276393,0.0,ACTIVE,True
24,short,9,2.5,1.5,1,2024-01-05 02:15:00,11790,1179,0.5545,14670,2024-01-06 02:15:00,TP,2.5,998.508371578296,12.5,0.002,124.813546447287,124.813546447287,124.813546447287,499.8092874141481,250.182194519574,498.69908416414785,3.120338661182175,0.249627092894574,2.870711568287601,1006.8836465276393,1009.7543580959268,0.975435809592673,1009.7543580959268,0.0,ACTIVE,True
25,short,9,2.5,1.5,5,2024-01-05 02:15:00,11794,1179,0.08282,14674,2024-01-06 02:15:00,TP,2.5,998.508371578296,12.5,0.002,124.813546447287,124.813546447287,124.813546447287,624.6228338614351,0.0,373.8855377168609,3.120338661182175,0.249627092894574,2.870711568287601,1009.7543580959268,1012.6250696642144,1.2625069664214283,1012.6250696642144,0.0,ACTIVE,True
26,short,31,2.5,2.0,10,2024-01-05 02:15:00,11799,1179,0.5734,14679,2024-01-06 02:15:00,TP,2.5,998.508371578296,12.5,0.002,124.813546447287,124.813546447287,124.813546447287,749.436380308722,0.0,249.0719912695739,3.120338661182175,0.249627092894574,2.870711568287601,1012.6250696642144,1015.4957812325019,1.5495781232501837,1015.4957812325019,0.0,ACTIVE,True
27,short,33,2.0,1.0,10,2024-01-05 02:45:00,11859,1185,0.575,14739,2024-01-06 02:45:00,TP,2.0,998.508371578296,12.5,0.002,124.813546447287,124.25844482228695,124.25844482228695,874.249926756009,124.813546447287,124.25844482228695,2.485168896445739,0.24851688964457389,2.236652006801165,1015.4957812325019,1017.7324332393031,1.773243323930318,1017.7324332393031,0.0,ACTIVE,True
28,short,30,2.5,2.0,4,2024-01-05 15:50:00,13423,1342,43437.39,16303,2024-01-06 15:50:00,SL,-2.0,1001.3918504839586,12.5,0.002,125.17398131049482,125.17398131049482,125.17398131049482,873.139723506009,0.0,128.25212697794962,-2.5034796262098964,0.25034796262098963,-2.753827588830886,1017.7324332393031,1014.9786056504722,1.4978605650472154,1017.7324332393031,0.27058463490898116,ACTIVE,True
29,short,8,2.5,1.25,10,2024-01-05 17:20:00,13609,1360,0.5614,16489,2024-01-06 17:20:00,SL,-1.25,1001.3918504839586,12.5,0.002,125.17398131049482,3.0781456674548053,3.0781456674548053,998.3137048165038,249.07199126957394,3.0781456674548053,-0.03847682084318507,0.006156291334909611,-0.04463311217809468,1014.9786056504722,1014.9339725382941,1.4933972538294205,1017.7324332393031,0.2749701797457528,ACTIVE,True
