symbol,trade_count,win_rate,net_pnl
1,74,41.891891891891895,-17.15711785281387
2,66,40.909090909090914,-34.614471693996286
3,48,35.41666666666667,-61.985754658625446
4,58,36.206896551724135,-35.224015792447986
5,73,41.0958904109589,-9.035676077948361
6,73,47.94520547945205,34.75459398427754
7,52,44.230769230769226,8.345854216747568
8,52,36.53846153846153,-43.72784312784789
9,33,33.33333333333333,-47.5164780270107
