split,win_rate,mdd_pct,total_return_pct,num_rules,num_conditions,sortino_ratio,profit_factor,sharpe_ratio
train,32.31810490693739,11.468327572645522,0.6993681396922691,2,7,0.010344764972746,1.0065147779531352,0.005508748920852282
validation,32.42009132420091,5.512399350272392,2.0197302472644063,2,7,0.045011495178207656,1.052205728334061,0.02320701657324575
test,27.685950413223143,19.419048404261133,-8.256174009601214,2,7,-0.07051703240698286,0.9009194674624769,-0.03867728087899254
