split,win_rate,mdd_pct,total_return_pct,num_rules,num_conditions,sortino_ratio,profit_factor,sharpe_ratio
train,52.54988913525499,6.88451498715634,3.6516800937686833,2,6,0.07300337713490627,1.1061310396402484,0.0485409679413501
validation,55.26315789473685,2.6587097382737626,2.792396127101826,2,6,0.1715913831680533,1.2661102307108718,0.11263052607082767
test,47.883597883597886,5.401235338651554,-2.0777744972755974,2,6,-0.044006768486881995,0.9345331018710491,-0.030625968984400363
