feature,fuzzy_value,split,num_trades,total_return_pct,win_rate,sharpe_ratio
amihud_illiquidity_20,Low,train,57,2.8009383664344805,0.49122807017543857,0.1406775453494438
amihud_illiquidity_20,Very Low,train,163,8.870122128483754,0.4723926380368098,0.11742574927011508
amihud_illiquidity_20,Medium,train,38,6.5358206976159465,0.6578947368421053,0.44616832880083085
amihud_illiquidity_20,High,train,262,16.475318863031774,0.5610687022900763,0.11301455078593854
amihud_illiquidity_20,Very High,train,61,-2.17556349126031,0.4262295081967213,-0.08741087437413865
range_compression_20_100,Medium,train,82,3.8501197231718356,0.4878048780487805,0.10937672373494389
range_compression_20_100,Low,train,95,2.24544803794065,0.45263157894736844,0.04187703882520971
range_compression_20_100,Very Low,train,232,9.894733320397537,0.5172413793103449,0.0858612166957587
range_compression_20_100,High,train,77,10.454879963655195,0.6103896103896104,0.2789504250483291
range_compression_20_100,Very High,train,95,6.061455519140438,0.5578947368421052,0.1394160133502935
downside_semivol_20,Very Low,train,232,8.192211431389431,0.5172413793103449,0.08695434100057889
downside_semivol_20,Medium,train,77,-4.6049045675562725,0.42857142857142855,-0.10334281134537444
downside_semivol_20,Low,train,94,10.909742366679836,0.6063829787234043,0.22637312804839796
downside_semivol_20,High,train,49,5.940278710002129,0.5306122448979592,0.22931975239902014
downside_semivol_20,Very High,train,129,12.069308623790532,0.5193798449612403,0.18432105748542782
dmi_balance_14,Bullish,train,15,1.440633002621462,0.5333333333333333,0.23052516151303243
dmi_balance_14,Strong Bullish,train,179,10.773610527260887,0.4972067039106145,0.1242708454874187
dmi_balance_14,Neutral Positive,train,14,1.4358512378287844,0.6428571428571429,0.3004882322051283
dmi_balance_14,Weak Bearish,train,15,-0.4907688357472113,0.3333333333333333,-0.07490963800299871
dmi_balance_14,Extreme Bullish,train,29,2.5817086184414553,0.5517241379310345,0.2792423891627654
dmi_balance_14,Bearish,train,7,0.05833638070784823,0.42857142857142855,0.07870148246626628
dmi_balance_14,Strong Bearish,train,8,0.7971577614184054,0.5,0.2627422238136568
