symbol,trade_count,win_rate,net_pnl
1,28,57.14285714285714,18.28101311294238
10,41,58.536585365853654,15.23271088905811
2,40,42.5,-24.112783223813686
3,54,33.33333333333333,-78.04412414481776
4,57,56.14035087719298,26.918498734473786
5,51,56.86274509803921,30.506887307445947
6,49,71.42857142857143,89.18899003850358
7,40,55.00000000000001,22.70039169717156
8,30,46.666666666666664,-5.887224012481803
9,36,61.111111111111114,29.9541969610954
