feature,fuzzy_value,split,num_trades,total_return_pct,win_rate,sharpe_ratio
up_close_ratio_5,Very Low,train,143,2.6342560041366507,0.5384615384615384,0.11285071325460311
vol_over_median20,Very Low,train,198,4.4830157841746585,0.5505050505050505,0.13451000389145207
vol_over_median20,Low,train,84,1.2887123297796301,0.5595238095238095,0.09186743531887626
vol_over_median20,Medium,train,38,0.32980957277747214,0.5,0.046664183627300355
vol_over_median20,Very High,train,95,-2.0166079143383127,0.4631578947368421,-0.1296390841586223
vol_over_median20,High,train,36,-0.43324967862490665,0.5,-0.07914487969663353
ret_autocorr_1_30,Extreme Bearish,train,0,0.0,0.0,0.0
ret_autocorr_1_30,Strong Bearish,train,163,-1.7016263560720704,0.5337423312883436,-0.07527539657721688
ret_autocorr_1_30,Neutral Positive,train,0,0.0,0.0,0.0
ret_autocorr_1_30,Bearish,train,288,5.353306449840611,0.5208333333333334,0.10600961114018856
ret_autocorr_1_30,Neutral Negative,train,0,0.0,0.0,0.0
ret_autocorr_1_30,Strong Bullish,train,0,0.0,0.0,0.0
ret_autocorr_1_30,Extreme Bullish,train,0,0.0,0.0,0.0
ret_autocorr_1_30,Weak Bearish,train,0,0.0,0.0,0.0
ret_autocorr_1_30,Bullish,train,0,0.0,0.0,0.0
ret_autocorr_1_30,Weak Bullish,train,0,0.0,0.0,0.0
rsi_hidden_div_flag,Positive (1),train,9,0.8221233880095019,0.8888888888888888,0.9384068489595475
rsi_hidden_div_flag,Neutral (0),train,143,-2.4571355944755804,0.5104895104895105,-0.12204438467282154
rsi_hidden_div_flag,Negative (-1),train,299,5.286692300234619,0.5217391304347826,0.1013933458224429
