symbol,trade_count,win_rate,net_pnl
1,58,56.896551724137936,39.79169448440276
10,57,57.89473684210527,13.403682318855454
2,62,59.67741935483871,70.6970052537933
3,77,54.54545454545454,51.08309953772922
4,51,43.13725490196079,-22.262487409788395
5,69,53.62318840579711,30.402186454927733
6,44,68.18181818181817,84.53990548612579
7,52,48.07692307692308,-14.696588486942638
8,57,57.89473684210527,52.464644117497464
9,49,44.89795918367347,-7.1610973638733775
