split,win_rate,mdd_pct,total_return_pct,num_rules,num_conditions,sortino_ratio,profit_factor,sharpe_ratio
train,51.26050420168067,4.723609599999996,11.880153129240556,2,8,0.2078058917271015,1.292650442341139,0.11013566407076755
validation,49.843260188087775,8.27106647547909,21.63873101687117,2,8,0.20777075424879612,1.3591142466519224,0.10608085165673962
test,38.48797250859107,16.501920285867275,-4.6933999429702,2,8,-0.028073748485340343,0.945777309257352,-0.016487639546286206
