datetime,symbol,open,high,low,close,volume,ff_donchian_width_20,ff_ema_spread_21_55,ff_relative_volume_20,ff_volume_regime_20,ff_bollinger_width_20,ff_volume_oscillator_5_20,ff_ema_stack_8_21_55,ff_volume_trailing_rank_50,ff_kama_distance_10,ff_roc_16,ff_ema_spread_8_21,ff_support_distance_20,ff_cvd_proxy_10,ff_rsi_7_level,ff_channel_midpoint_bias_20,ff_price_vs_ema_20,ff_rsi_14_midline_cross,ff_roc_8
2025-01-04 19:30:00,ETHUSDT,3631.11,3636.1,3627.51,3628.98,996.3755,1,5,1,-1,1,-5,1,0,-1,1,2,5,-1,0,0,0,1,1
2025-01-04 19:45:00,BTCUSDT,98140.98,98200.0,98093.66,98166.26,63.94202,1,2,2,-1,1,-3,1,1,4,1,4,5,2,1,1,1,1,1
2025-01-04 19:45:00,ETHUSDT,3628.98,3633.25,3628.08,3631.14,1360.0391,1,5,1,-1,1,-5,1,1,1,1,2,5,1,0,0,0,1,-1
2025-01-04 20:00:00,BTCUSDT,98166.26,98490.0,98166.25,98292.5,130.83903,1,2,3,1,1,-2,1,4,5,1,4,5,3,1,2,1,1,1
2025-01-04 20:00:00,ETHUSDT,3631.13,3640.99,3631.13,3639.74,1549.4701,1,5,2,-1,1,-5,1,1,5,1,2,5,1,0,1,1,1,1
2025-01-04 20:15:00,BTCUSDT,98292.5,98466.21,98251.99,98456.37,52.40282,1,3,2,-1,1,-2,1,0,5,1,5,5,3,1,2,1,1,1
2025-01-04 20:15:00,ETHUSDT,3639.73,3649.57,3639.0,3646.01,2049.0527,1,5,2,-1,1,-5,1,2,5,1,3,5,1,1,1,1,1,1
2025-01-04 20:30:00,BTCUSDT,98456.37,98671.02,98400.0,98543.99,169.97678,1,3,4,1,1,-1,1,4,5,1,5,5,3,1,2,1,1,1
2025-01-04 20:30:00,ETHUSDT,3646.01,3663.81,3643.5,3661.13,4145.1126,1,5,4,1,1,-2,1,4,5,1,4,5,2,1,2,1,1,1
2025-01-04 20:45:00,BTCUSDT,98543.98,98626.97,98521.98,98599.02,88.4761,1,4,2,0,1,2,1,2,5,1,5,5,4,1,2,1,1,1
2025-01-04 20:45:00,ETHUSDT,3661.13,3668.0,3653.72,3660.47,4044.5289,1,5,4,1,1,3,1,4,5,1,5,5,1,1,2,1,1,1
2025-01-04 21:00:00,BTCUSDT,98599.02,98778.43,98539.98,98548.49,146.91134,1,5,4,1,1,3,1,4,5,1,5,5,3,1,2,1,1,1
2025-01-04 21:00:00,ETHUSDT,3660.47,3666.66,3656.58,3659.23,4123.7795,1,5,4,1,1,5,1,4,5,1,5,5,-1,1,2,1,1,1
2025-01-04 21:15:00,BTCUSDT,98548.5,98663.46,98502.77,98532.81,213.80465,1,5,4,1,1,4,1,4,4,1,5,5,2,1,1,1,1,1
2025-01-04 21:15:00,ETHUSDT,3659.23,3671.6,3656.0,3664.02,3515.5353,1,5,4,1,1,5,1,3,5,1,5,5,1,1,2,1,1,1
2025-01-04 21:30:00,BTCUSDT,98532.81,98532.82,98363.63,98384.52,118.32024,1,5,3,1,1,5,1,3,-1,1,5,5,1,0,1,1,1,1
2025-01-04 21:30:00,ETHUSDT,3664.02,3667.6,3658.06,3660.09,1543.3646,1,5,2,-1,1,5,1,1,5,1,5,5,1,1,2,1,1,1
2025-01-04 21:45:00,BTCUSDT,98384.53,98407.92,98344.0,98362.43,57.33967,1,5,2,-1,1,4,1,0,-2,1,5,5,-1,0,1,1,1,1
2025-01-04 21:45:00,ETHUSDT,3660.1,3660.1,3654.73,3658.11,1277.9142,1,5,2,-1,1,5,1,0,3,1,5,5,1,0,1,1,1,1
2025-01-04 22:00:00,BTCUSDT,98362.43,98406.27,98334.3,98340.54,51.36964,1,5,2,-1,1,4,1,0,-3,1,5,5,-1,0,0,1,1,1
2025-01-04 22:00:00,ETHUSDT,3658.12,3659.47,3653.73,3654.51,1394.4298,1,5,2,-1,1,2,1,1,2,1,5,5,1,0,1,1,1,1
2025-01-04 22:15:00,BTCUSDT,98340.54,98340.55,98266.33,98268.0,92.00653,1,5,3,0,1,2,1,3,-5,1,4,5,-2,0,0,0,1,-1
2025-01-04 22:15:00,ETHUSDT,3654.52,3657.26,3646.0,3647.76,1832.7762,1,5,2,0,1,-1,1,2,-2,1,4,5,-1,0,0,0,1,1
2025-01-04 22:30:00,BTCUSDT,98268.01,98448.47,98265.91,98408.11,93.5461,1,5,3,0,1,-2,1,3,1,1,4,5,-2,0,1,1,1,-1
2025-01-04 22:30:00,ETHUSDT,3647.77,3656.89,3647.76,3653.61,1190.849,1,5,2,-1,1,-3,1,0,1,1,4,5,-1,0,1,1,1,-1
2025-01-04 22:45:00,BTCUSDT,98408.1,98484.85,98359.53,98417.25,52.7852,1,5,2,-1,1,-3,1,0,1,1,4,5,-2,0,0,1,1,-1
2025-01-04 22:45:00,ETHUSDT,3653.61,3662.92,3651.09,3660.09,1419.6431,1,5,2,-1,1,-3,1,1,4,1,4,5,-1,0,1,1,1,-1
